date,temp_max,temp_min,precipitation,rain,weather_code
2019-08-23,21.0,17.5,0.0,0.0,2
2019-08-24,21.4,16.9,0.0,0.0,2
2019-08-25,23.8,15.9,0.0,0.0,3
2019-08-26,24.7,18.8,22.4,22.4,63
2019-08-27,26.4,18.5,0.8,0.8,53
2019-08-28,23.8,15.8,0.0,0.0,2
2019-08-29,28.5,14.3,0.2,0.2,51
2019-08-30,24.6,15.8,0.3,0.3,51
2019-08-31,22.0,17.2,0.0,0.0,3
2019-09-01,22.0,17.1,14.3,14.3,63
2019-09-02,25.7,17.0,0.3,0.3,51
2019-09-03,27.1,19.4,7.6,7.6,63
2019-09-04,25.7,16.2,1.2,1.2,55
2019-09-05,20.7,14.8,0.0,0.0,3
2019-09-06,23.5,16.9,1.2,1.2,53
2019-09-07,25.1,13.6,0.0,0.0,3
2019-09-08,20.8,17.3,5.0,5.0,61
2019-09-09,23.1,16.2,3.1,3.1,55
2019-09-10,31.3,21.0,7.1,7.1,63
2019-09-11,30.1,21.4,7.3,7.3,63
2019-09-12,26.1,18.6,15.4,15.4,63
2019-09-13,25.9,21.5,12.3,12.3,63
2019-09-14,26.6,14.4,0.0,0.0,2
2019-09-15,25.7,18.8,5.3,5.3,63
2019-09-16,23.5,19.5,1.1,1.1,53
2019-09-17,22.8,17.4,0.0,0.0,3
2019-09-18,24.9,16.9,0.0,0.0,3
2019-09-19,26.8,17.5,0.0,0.0,3
2019-09-20,25.4,19.5,3.3,3.3,61
2019-09-21,27.8,20.9,0.9,0.9,51
2019-09-22,26.8,20.6,24.1,24.1,63
2019-09-23,22.8,16.0,11.4,11.4,63
2019-09-24,25.5,14.1,0.0,0.0,3
2019-09-25,25.6,17.9,0.0,0.0,3
2019-09-26,21.5,13.2,0.0,0.0,3
2019-09-27,22.1,14.8,4.8,4.8,63
2019-09-28,22.0,15.0,43.7,43.7,65
2019-09-29,19.1,14.9,13.2,13.2,63
2019-09-30,29.4,19.1,3.8,3.8,61
2019-10-01,29.6,22.9,0.0,0.0,3
2019-10-02,25.2,16.5,10.0,10.0,63
2019-10-03,19.1,16.2,40.4,40.4,65
2019-10-04,14.9,10.3,0.6,0.6,51
2019-10-05,17.9,10.3,1.1,1.1,55
2019-10-06,19.1,11.3,2.1,2.1,53
2019-10-07,19.9,9.6,0.0,0.0,3
2019-10-08,20.1,8.1,0.0,0.0,0
2019-10-09,19.2,10.9,0.0,0.0,3
2019-10-10,20.7,13.0,0.7,0.7,53
2019-10-11,19.1,7.2,26.1,26.1,63
2019-10-12,11.9,2.5,0.0,0.0,3
2019-10-13,11.9,3.3,0.0,0.0,3
2019-10-14,11.2,3.4,0.0,0.0,3
2019-10-15,19.1,6.7,2.4,2.4,61
2019-10-16,15.0,7.1,0.1,0.1,51
2019-10-17,11.1,5.6,0.0,0.0,3
2019-10-18,14.1,3.7,0.0,0.0,3
2019-10-19,18.6,7.9,0.0,0.0,3
2019-10-20,14.8,8.9,0.1,0.1,51
2019-10-21,17.3,10.9,6.3,6.3,61
2019-10-22,14.1,8.9,1.4,1.4,53
2019-10-23,14.4,5.4,0.0,0.0,3
2019-10-24,12.1,5.9,1.4,1.4,53
2019-10-25,10.1,5.2,0.0,0.0,3
2019-10-26,9.6,3.7,19.5,19.5,65
2019-10-27,14.1,6.7,31.8,31.8,65
2019-10-28,11.2,5.7,0.3,0.3,51
2019-10-29,8.4,3.7,4.3,4.3,61
2019-10-30,6.1,2.3,17.4,13.4,75
2019-10-31,6.2,0.0,25.4,14.4,75
2019-11-01,7.1,-4.7,0.0,0.0,3
2019-11-02,6.1,0.4,0.8,0.8,51
2019-11-03,10.6,-1.4,0.0,0.0,3
2019-11-04,11.1,5.8,0.2,0.2,51
2019-11-05,7.5,0.7,0.0,0.0,3
2019-11-06,12.4,-1.6,0.0,0.0,3
2019-11-07,3.7,-3.7,1.8,0.6,73
2019-11-08,0.3,-6.8,0.0,0.0,3
2019-11-09,7.8,-2.9,0.0,0.0,3
2019-11-10,5.1,1.4,0.1,0.1,51
2019-11-11,4.1,-5.2,13.4,3.9,75
2019-11-12,-5.4,-12.8,0.0,0.0,3
2019-11-13,-2.5,-14.9,0.0,0.0,3
2019-11-14,0.8,-4.0,0.4,0.0,71
2019-11-15,5.6,-5.7,0.0,0.0,3
2019-11-16,3.6,-0.6,0.0,0.0,3
2019-11-17,4.6,-2.6,0.3,0.3,51
2019-11-18,4.8,1.2,1.0,1.0,51
2019-11-19,4.7,-2.0,1.3,1.3,51
2019-11-20,8.6,-0.9,0.0,0.0,3
2019-11-21,12.9,4.6,6.1,6.1,63
2019-11-22,7.7,-0.4,0.1,0.1,51
2019-11-23,5.3,-4.2,0.0,0.0,3
2019-11-24,9.4,-0.2,0.0,0.0,3
2019-11-25,10.7,1.7,0.0,0.0,3
2019-11-26,7.7,0.1,2.7,2.7,61
2019-11-27,12.2,3.2,15.6,15.6,63
2019-11-28,3.0,-1.4,0.0,0.0,3
2019-11-29,3.5,2.3,0.7,0.7,51
2019-11-30,3.8,2.5,4.9,4.9,55
2019-12-01,4.8,2.0,15.7,15.5,71
2019-12-02,2.7,-0.8,1.7,0.6,73
2019-12-03,5.2,-3.5,0.0,0.0,3
2019-12-04,5.9,-0.9,0.0,0.0,2
2019-12-05,7.2,-3.2,0.0,0.0,3
2019-12-06,5.2,0.3,0.0,0.0,3
2019-12-07,3.4,-3.6,0.0,0.0,3
2019-12-08,8.1,0.5,0.0,0.0,3
2019-12-09,9.1,6.4,6.6,6.6,55
2019-12-10,3.5,-8.2,0.0,0.0,3
2019-12-11,-3.4,-9.1,0.3,0.0,71
2019-12-12,7.3,-7.5,0.0,0.0,3
2019-12-13,6.4,1.0,0.0,0.0,3
2019-12-14,1.6,-1.2,0.0,0.0,3
2019-12-15,-1.7,-7.6,0.0,0.0,3
2019-12-16,0.0,-4.0,1.0,0.0,73
2019-12-17,0.5,-6.5,0.0,0.0,3
2019-12-18,-2.5,-10.4,0.1,0.1,71
2019-12-19,4.8,-9.0,0.0,0.0,3
2019-12-20,5.5,-6.1,0.0,0.0,3
2019-12-21,7.7,-1.7,0.0,0.0,3
2019-12-22,9.6,0.2,0.0,0.0,3
2019-12-23,10.4,0.9,0.0,0.0,3
2019-12-24,11.0,-0.9,0.0,0.0,3
2019-12-25,13.6,3.0,0.0,0.0,3
2019-12-26,16.0,9.2,0.0,0.0,3
2019-12-27,11.5,2.0,0.0,0.0,3
2019-12-28,6.2,-2.3,0.0,0.0,3
2019-12-29,15.1,5.3,15.1,15.1,63
2019-12-30,10.1,-0.2,10.5,9.8,73
2019-12-31,-0.4,-3.7,3.1,0.0,73
2020-01-01,4.9,-6.1,0.0,0.0,3
2020-01-02,9.4,2.5,0.0,0.0,3
2020-01-03,5.3,0.2,0.0,0.0,3
2020-01-04,1.6,-1.5,2.0,0.0,73
2020-01-05,7.2,-4.8,0.1,0.0,71
2020-01-06,4.5,-3.4,0.0,0.0,3
2020-01-07,4.8,-2.2,0.1,0.0,71
2020-01-08,1.5,-8.4,0.1,0.0,71
2020-01-09,9.1,-5.8,0.3,0.3,51
2020-01-10,8.2,3.2,0.5,0.5,51
2020-01-11,3.1,0.0,43.2,41.2,73
2020-01-12,-0.1,-3.8,4.8,0.1,75
2020-01-13,1.4,-0.6,0.0,0.0,3
2020-01-14,6.3,-0.6,0.0,0.0,3
2020-01-15,2.0,-2.8,0.7,0.7,51
2020-01-16,0.9,-7.9,0.0,0.0,3
2020-01-17,-1.6,-8.0,0.4,0.0,73
2020-01-18,2.3,-7.4,14.4,7.3,75
2020-01-19,-6.4,-16.2,0.0,0.0,3
2020-01-20,-1.5,-8.0,0.3,0.0,71
2020-01-21,-0.2,-10.1,0.0,0.0,2
2020-01-22,2.1,-5.4,0.0,0.0,3
2020-01-23,0.7,-1.4,4.7,0.2,73
2020-01-24,3.2,0.6,6.6,3.7,73
2020-01-25,2.7,0.3,12.4,5.6,73
2020-01-26,1.9,-1.0,0.3,0.0,71
2020-01-27,1.8,-2.0,0.0,0.0,3
2020-01-28,0.9,-1.0,0.0,0.0,3
2020-01-29,0.6,-1.2,0.2,0.0,71
2020-01-30,1.8,-1.8,0.0,0.0,3
2020-01-31,3.8,-1.2,0.8,0.0,71
2020-02-01,3.6,-0.4,1.1,0.3,73
2020-02-02,11.6,0.2,0.0,0.0,3
2020-02-03,6.2,-1.5,0.0,0.0,3
2020-02-04,2.3,-0.6,0.0,0.0,3
2020-02-05,-0.6,-2.3,1.0,0.0,73
2020-02-06,-1.0,-2.3,6.5,0.1,73
2020-02-07,0.8,-4.8,1.9,0.0,73
2020-02-08,1.0,-7.4,0.0,0.0,3
2020-02-09,1.9,-9.9,4.5,0.2,75
2020-02-10,1.5,-4.0,0.1,0.1,51
2020-02-11,2.1,-3.5,0.0,0.0,3
2020-02-12,3.2,-5.8,1.5,0.1,73
2020-02-13,-0.4,-11.5,7.2,0.0,75
2020-02-14,-11.5,-22.1,0.0,0.0,1
2020-02-15,1.0,-16.1,0.0,0.0,3
2020-02-16,-0.1,-9.1,0.0,0.0,3
2020-02-17,3.2,-5.7,3.6,2.6,73
2020-02-18,3.2,1.1,3.1,3.1,53
2020-02-19,-1.6,-9.2,0.0,0.0,3
2020-02-20,-4.8,-12.1,0.0,0.0,3
2020-02-21,3.3,-10.8,0.0,0.0,0
2020-02-22,9.1,-3.9,0.0,0.0,3
